relative_path,paired_hypnogram,size_bytes,duration_seconds,signal_count,channels,sample_rates_hz,stage_counts
sleep-cassette/SC4051E0-PSG.edf,sleep-cassette/SC4051EC-Hypnogram.edf,49651328,81660.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 19, ""2"": 45, ""3"": 39, ""4"": 11, ""?"": 1, ""R"": 3, ""W"": 12}"
sleep-cassette/SC4052E0-PSG.edf,sleep-cassette/SC4052EC-Hypnogram.edf,51183488,84180.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 43, ""2"": 32, ""3"": 14, ""4"": 6, ""?"": 1, ""M"": 2, ""R"": 12, ""W"": 29}"
sleep-cassette/SC4061E0-PSG.edf,sleep-cassette/SC4061EC-Hypnogram.edf,50526848,83100.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 18, ""2"": 27, ""3"": 11, ""4"": 4, ""?"": 1, ""R"": 4, ""W"": 13}"
sleep-cassette/SC4062E0-PSG.edf,sleep-cassette/SC4062EC-Hypnogram.edf,51621248,84900.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 25, ""2"": 26, ""3"": 17, ""4"": 9, ""?"": 1, ""R"": 6, ""W"": 14}"
sleep-cassette/SC4071E0-PSG.edf,sleep-cassette/SC4071EC-Hypnogram.edf,51256448,84300.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 23, ""2"": 33, ""3"": 27, ""4"": 16, ""?"": 1, ""R"": 11, ""W"": 5}"
sleep-cassette/SC4072E0-PSG.edf,sleep-cassette/SC4072EH-Hypnogram.edf,50526848,83100.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 40, ""2"": 43, ""3"": 37, ""4"": 18, ""?"": 1, ""R"": 31, ""W"": 9}"
sleep-cassette/SC4081E0-PSG.edf,sleep-cassette/SC4081EC-Hypnogram.edf,51001088,83880.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 14, ""2"": 42, ""3"": 53, ""4"": 19, ""?"": 1, ""R"": 4, ""W"": 9}"
sleep-cassette/SC4082E0-PSG.edf,sleep-cassette/SC4082EP-Hypnogram.edf,48046208,79020.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 23, ""2"": 55, ""3"": 46, ""4"": 11, ""?"": 1, ""R"": 8, ""W"": 12}"
sleep-cassette/SC4091E0-PSG.edf,sleep-cassette/SC4091EC-Hypnogram.edf,49833728,81960.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 10, ""2"": 54, ""3"": 39, ""4"": 9, ""?"": 1, ""M"": 10, ""R"": 17, ""W"": 8}"
sleep-cassette/SC4092E0-PSG.edf,sleep-cassette/SC4092EC-Hypnogram.edf,52131968,85740.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 30, ""2"": 37, ""3"": 13, ""4"": 4, ""?"": 2, ""M"": 12, ""R"": 12, ""W"": 7}"
sleep-cassette/SC4101E0-PSG.edf,sleep-cassette/SC4101EC-Hypnogram.edf,49614848,81600.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 15, ""2"": 22, ""3"": 6, ""?"": 1, ""M"": 1, ""R"": 4, ""W"": 14}"
sleep-cassette/SC4102E0-PSG.edf,sleep-cassette/SC4102EC-Hypnogram.edf,52131968,85740.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 41, ""2"": 50, ""3"": 10, ""?"": 1, ""M"": 1, ""R"": 3, ""W"": 12}"
sleep-cassette/SC4111E0-PSG.edf,sleep-cassette/SC4111EC-Hypnogram.edf,48192128,79260.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 5, ""2"": 50, ""3"": 49, ""4"": 8, ""?"": 1, ""M"": 1, ""R"": 6, ""W"": 6}"
sleep-cassette/SC4112E0-PSG.edf,sleep-cassette/SC4112EC-Hypnogram.edf,50709248,83400.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 11, ""2"": 45, ""3"": 42, ""4"": 13, ""?"": 1, ""R"": 7, ""W"": 7}"
sleep-cassette/SC4121E0-PSG.edf,sleep-cassette/SC4121EC-Hypnogram.edf,50818688,83580.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 33, ""2"": 38, ""3"": 20, ""4"": 9, ""?"": 4, ""R"": 8, ""W"": 19}"
sleep-cassette/SC4122E0-PSG.edf,sleep-cassette/SC4122EV-Hypnogram.edf,47535488,78180.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 38, ""2"": 36, ""3"": 25, ""4"": 14, ""?"": 1, ""R"": 5, ""W"": 31}"
sleep-cassette/SC4131E0-PSG.edf,sleep-cassette/SC4131EC-Hypnogram.edf,51329408,84420.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 25, ""2"": 37, ""3"": 31, ""4"": 22, ""?"": 1, ""R"": 12, ""W"": 19}"
sleep-cassette/SC4141E0-PSG.edf,sleep-cassette/SC4141EU-Hypnogram.edf,50271488,82680.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 16, ""2"": 30, ""3"": 30, ""4"": 18, ""?"": 1, ""R"": 7, ""W"": 20}"
sleep-cassette/SC4142E0-PSG.edf,sleep-cassette/SC4142EU-Hypnogram.edf,50599808,83220.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 18, ""2"": 30, ""3"": 29, ""4"": 21, ""?"": 1, ""R"": 8, ""W"": 17}"
sleep-cassette/SC4151E0-PSG.edf,sleep-cassette/SC4151EC-Hypnogram.edf,47790848,78600.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 12, ""2"": 28, ""3"": 30, ""4"": 12, ""?"": 1, ""M"": 4, ""R"": 4, ""W"": 8}"
sleep-cassette/SC4152E0-PSG.edf,sleep-cassette/SC4152EC-Hypnogram.edf,52241408,85920.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 8, ""2"": 28, ""3"": 32, ""4"": 17, ""?"": 1, ""M"": 5, ""R"": 8, ""W"": 8}"
sleep-cassette/SC4161E0-PSG.edf,sleep-cassette/SC4161EC-Hypnogram.edf,47900288,78780.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 21, ""2"": 40, ""3"": 45, ""4"": 21, ""?"": 1, ""M"": 4, ""R"": 8, ""W"": 15}"
sleep-cassette/SC4162E0-PSG.edf,sleep-cassette/SC4162EC-Hypnogram.edf,50198528,82560.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 15, ""2"": 47, ""3"": 42, ""4"": 14, ""?"": 1, ""M"": 2, ""R"": 6, ""W"": 8}"
sleep-cassette/SC4171E0-PSG.edf,sleep-cassette/SC4171EU-Hypnogram.edf,50016128,82260.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 15, ""2"": 53, ""3"": 64, ""4"": 17, ""?"": 1, ""M"": 1, ""R"": 10, ""W"": 22}"
sleep-cassette/SC4172E0-PSG.edf,sleep-cassette/SC4172EC-Hypnogram.edf,49687808,81720.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 14, ""2"": 71, ""3"": 56, ""4"": 14, ""?"": 1, ""M"": 3, ""R"": 17, ""W"": 13}"
sleep-cassette/SC4181E0-PSG.edf,sleep-cassette/SC4181EC-Hypnogram.edf,50271488,82680.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 13, ""2"": 55, ""3"": 61, ""4"": 17, ""?"": 1, ""R"": 4, ""W"": 10}"
sleep-cassette/SC4182E0-PSG.edf,sleep-cassette/SC4182EC-Hypnogram.edf,51840128,85260.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 20, ""2"": 31, ""3"": 26, ""4"": 12, ""?"": 1, ""R"": 9, ""W"": 9}"
sleep-cassette/SC4191E0-PSG.edf,sleep-cassette/SC4191EP-Hypnogram.edf,50599808,83220.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 45, ""2"": 54, ""3"": 25, ""4"": 14, ""?"": 1, ""R"": 18, ""W"": 21}"
sleep-cassette/SC4192E0-PSG.edf,sleep-cassette/SC4192EV-Hypnogram.edf,47608448,78300.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 24, ""2"": 36, ""3"": 16, ""4"": 1, ""?"": 1, ""M"": 4, ""R"": 12, ""W"": 34}"
sleep-cassette/SC4201E0-PSG.edf,sleep-cassette/SC4201EC-Hypnogram.edf,51147008,84120.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 15, ""2"": 15, ""3"": 3, ""?"": 1, ""M"": 1, ""R"": 6, ""W"": 15}"
sleep-cassette/SC4202E0-PSG.edf,sleep-cassette/SC4202EC-Hypnogram.edf,48702848,80100.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 18, ""2"": 11, ""?"": 1, ""R"": 5, ""W"": 12}"
sleep-cassette/SC4211E0-PSG.edf,sleep-cassette/SC4211EC-Hypnogram.edf,51256448,84300.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 18, ""2"": 44, ""3"": 28, ""?"": 1, ""M"": 5, ""R"": 5, ""W"": 17}"
sleep-cassette/SC4212E0-PSG.edf,sleep-cassette/SC4212EC-Hypnogram.edf,49140608,80820.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 14, ""2"": 30, ""3"": 20, ""?"": 1, ""R"": 2, ""W"": 9}"
sleep-cassette/SC4221E0-PSG.edf,sleep-cassette/SC4221EJ-Hypnogram.edf,49250048,81000.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 45, ""2"": 54, ""3"": 29, ""4"": 2, ""?"": 1, ""R"": 9, ""W"": 24}"
sleep-cassette/SC4222E0-PSG.edf,sleep-cassette/SC4222EC-Hypnogram.edf,50344448,82800.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 31, ""2"": 54, ""3"": 39, ""4"": 19, ""?"": 1, ""R"": 9, ""W"": 29}"
sleep-cassette/SC4231E0-PSG.edf,sleep-cassette/SC4231EJ-Hypnogram.edf,50089088,82380.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 40, ""2"": 39, ""3"": 10, ""?"": 1, ""M"": 3, ""R"": 11, ""W"": 8}"
sleep-cassette/SC4232E0-PSG.edf,sleep-cassette/SC4232EV-Hypnogram.edf,48155648,79200.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 57, ""2"": 42, ""3"": 1, ""?"": 1, ""M"": 5, ""R"": 16, ""W"": 26}"
sleep-cassette/SC4241E0-PSG.edf,sleep-cassette/SC4241EC-Hypnogram.edf,49286528,81060.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 19, ""2"": 31, ""3"": 17, ""?"": 1, ""M"": 2, ""R"": 3, ""W"": 14}"
sleep-cassette/SC4242E0-PSG.edf,sleep-cassette/SC4242EA-Hypnogram.edf,49432448,81300.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 46, ""2"": 27, ""3"": 2, ""?"": 1, ""R"": 15, ""W"": 27}"
sleep-cassette/SC4251E0-PSG.edf,sleep-cassette/SC4251EP-Hypnogram.edf,50344448,82800.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 19, ""2"": 34, ""3"": 15, ""?"": 1, ""R"": 8, ""W"": 5}"
sleep-cassette/SC4252E0-PSG.edf,sleep-cassette/SC4252EU-Hypnogram.edf,48629888,79980.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 48, ""2"": 49, ""3"": 21, ""4"": 5, ""?"": 1, ""M"": 1, ""R"": 3, ""W"": 26}"
sleep-cassette/SC4261F0-PSG.edf,sleep-cassette/SC4261FM-Hypnogram.edf,51074048,84000.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 63, ""2"": 40, ""3"": 21, ""4"": 5, ""?"": 1, ""R"": 16, ""W"": 48}"
sleep-cassette/SC4262F0-PSG.edf,sleep-cassette/SC4262FC-Hypnogram.edf,49614848,81600.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 17, ""2"": 30, ""3"": 19, ""4"": 3, ""?"": 1, ""R"": 7, ""W"": 19}"
sleep-cassette/SC4271F0-PSG.edf,sleep-cassette/SC4271FC-Hypnogram.edf,44507648,73200.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 12, ""2"": 48, ""3"": 50, ""4"": 16, ""?"": 1, ""R"": 3, ""W"": 10}"
sleep-cassette/SC4272F0-PSG.edf,sleep-cassette/SC4272FM-Hypnogram.edf,52350848,86100.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 40, ""2"": 49, ""3"": 29, ""4"": 8, ""?"": 1, ""R"": 16, ""W"": 26}"
sleep-cassette/SC4281G0-PSG.edf,sleep-cassette/SC4281GC-Hypnogram.edf,50855168,83640.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 15, ""2"": 25, ""3"": 36, ""4"": 23, ""?"": 1, ""R"": 4, ""W"": 16}"
sleep-cassette/SC4282G0-PSG.edf,sleep-cassette/SC4282GC-Hypnogram.edf,51329408,84420.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 14, ""2"": 23, ""3"": 24, ""4"": 10, ""?"": 1, ""R"": 3, ""W"": 15}"
sleep-cassette/SC4291G0-PSG.edf,sleep-cassette/SC4291GA-Hypnogram.edf,50271488,82680.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 101, ""2"": 65, ""3"": 29, ""4"": 19, ""?"": 1, ""R"": 34, ""W"": 52}"
sleep-cassette/SC4292G0-PSG.edf,sleep-cassette/SC4292GC-Hypnogram.edf,51256448,84300.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 26, ""2"": 32, ""3"": 25, ""4"": 16, ""?"": 1, ""M"": 3, ""R"": 14, ""W"": 28}"
sleep-cassette/SC4301E0-PSG.edf,sleep-cassette/SC4301EC-Hypnogram.edf,48265088,79380.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 31, ""2"": 45, ""3"": 20, ""?"": 1, ""M"": 2, ""R"": 7, ""W"": 20}"
sleep-cassette/SC4302E0-PSG.edf,sleep-cassette/SC4302EV-Hypnogram.edf,51219968,84240.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 30, ""2"": 42, ""3"": 19, ""?"": 1, ""R"": 8, ""W"": 11}"
sleep-cassette/SC4311E0-PSG.edf,sleep-cassette/SC4311EC-Hypnogram.edf,48702848,80100.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 23, ""2"": 39, ""3"": 37, ""4"": 14, ""?"": 1, ""R"": 4, ""W"": 22}"
sleep-cassette/SC4312E0-PSG.edf,sleep-cassette/SC4312EM-Hypnogram.edf,49250048,81000.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 63, ""2"": 48, ""3"": 37, ""4"": 14, ""?"": 1, ""R"": 35, ""W"": 54}"
sleep-cassette/SC4321E0-PSG.edf,sleep-cassette/SC4321EC-Hypnogram.edf,49067648,80700.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 16, ""2"": 14, ""?"": 1, ""M"": 1, ""R"": 10, ""W"": 14}"
sleep-cassette/SC4322E0-PSG.edf,sleep-cassette/SC4322EC-Hypnogram.edf,47717888,78480.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 54, ""2"": 33, ""3"": 1, ""?"": 1, ""R"": 16, ""W"": 29}"
sleep-cassette/SC4331F0-PSG.edf,sleep-cassette/SC4331FV-Hypnogram.edf,51256448,84300.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 48, ""2"": 27, ""?"": 1, ""M"": 1, ""R"": 9, ""W"": 36}"
sleep-cassette/SC4332F0-PSG.edf,sleep-cassette/SC4332FC-Hypnogram.edf,50344448,82800.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 44, ""2"": 27, ""?"": 1, ""M"": 2, ""R"": 9, ""W"": 32}"
sleep-cassette/SC4341F0-PSG.edf,sleep-cassette/SC4341FA-Hypnogram.edf,50162048,82500.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 19, ""2"": 12, ""?"": 1, ""R"": 8, ""W"": 10}"
sleep-cassette/SC4342F0-PSG.edf,sleep-cassette/SC4342FA-Hypnogram.edf,50891648,83700.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 41, ""2"": 21, ""?"": 1, ""R"": 18, ""W"": 10}"
sleep-cassette/SC4351F0-PSG.edf,sleep-cassette/SC4351FA-Hypnogram.edf,49432448,81300.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 24, ""2"": 61, ""3"": 45, ""?"": 1, ""R"": 7, ""W"": 15}"
sleep-cassette/SC4352F0-PSG.edf,sleep-cassette/SC4352FV-Hypnogram.edf,46185728,75960.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 16, ""2"": 56, ""3"": 46, ""4"": 5, ""?"": 1, ""M"": 2, ""R"": 4, ""W"": 20}"
sleep-cassette/SC4362F0-PSG.edf,sleep-cassette/SC4362FC-Hypnogram.edf,41333888,67980.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 12, ""2"": 37, ""3"": 23, ""?"": 1, ""R"": 5, ""W"": 9}"
sleep-cassette/SC4371F0-PSG.edf,sleep-cassette/SC4371FA-Hypnogram.edf,51986048,85500.0,7,EEG Fpz-Cz;EEG Pz-Oz;EOG horizontal;Resp oro-nasal;EMG submental;Temp rectal;Event marker,100;100;100;1;1;1;1,"{""1"": 39, ""2"": 45, ""3"": 10, ""?"": 1, ""R"": 1, ""W"": 7}"
